date_de_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
20000610,45,18,42,7,34,1
20000607,39,7,47,10,30,44
20000607,37,3,31,25,43,7
20000603,35,44,49,12,36,11
20000603,4,34,23,26,21,11
20000531,13,41,15,34,46,47
20000531,17,15,24,41,20,6
20000527,10,15,23,40,47,13
20000527,9,6,27,13,28,10
20000524,34,14,6,30,11,5
20000524,42,39,17,4,33,20
20000520,49,31,26,48,13,17
20000520,46,36,8,7,15,30
20000517,5,39,32,49,34,11
20000517,35,21,49,14,40,33
20000513,5,32,13,21,37,8
20000513,24,10,18,47,41,5
20000510,42,46,21,31,2,3
20000510,46,30,19,45,41,47
20000506,11,48,21,26,17,13
20000506,1,15,39,19,30,43
20000503,39,34,35,30,45,14
20000503,27,28,36,48,8,30
20000429,4,30,44,15,34,37
20000429,25,6,38,49,29,39
20000426,9,14,13,33,30,15
20000426,10,42,31,35,20,47
20000422,10,47,4,1,18,27
20000422,18,48,44,6,28,14
20000419,32,19,43,20,34,1
20000419,46,30,12,5,42,36
20000415,41,24,13,22,42,3
20000415,46,47,24,17,45,36
20000412,7,33,15,37,34,30
20000412,48,14,36,21,46,13
20000408,8,4,47,44,6,35
20000408,23,1,24,31,44,46
20000405,42,20,29,43,31,41
20000405,24,44,41,47,15,18
20000401,47,36,32,44,26,14
20000401,44,31,35,18,37,32
20000329,32,12,1,17,26,37
20000329,36,27,47,35,39,33
20000325,7,46,30,37,47,11
20000325,26,43,45,4,10,49
20000322,6,44,28,19,21,30
20000322,46,33,3,11,43,1
20000318,11,15,32,47,24,19
20000318,4,13,38,43,31,23
20000315,36,25,41,39,24,12
20000315,12,30,2,47,48,46
20000311,47,45,26,17,43,46
20000311,45,15,18,44,14,25
20000308,5,33,23,36,27,19
20000308,21,31,4,48,42,6
20000304,16,6,44,4,33,7
20000304,48,24,18,11,42,5
20000301,5,27,7,28,32,19
20000301,42,24,3,18,28,32
20000226,11,33,3,43,9,25
20000226,11,12,17,29,30,5
20000223,37,1,10,5,44,2
20000223,30,17,2,12,39,42
20000219,43,12,8,3,7,30
20000219,21,17,48,4,39,13
20000216,22,33,40,18,23,16
20000216,3,8,29,31,18,33
20000212,31,44,3,9,34,29
20000212,22,15,7,17,18,42
20000209,14,10,49,19,5,18
20000209,41,38,20,49,40,34
20000205,45,21,48,25,33,15
20000205,28,41,22,33,49,4
20000202,9,47,4,7,44,32
20000202,12,16,6,7,41,32
20000129,12,7,32,9,3,13
20000129,45,43,37,28,44,23
20000126,4,22,48,15,11,18
20000126,19,12,25,48,47,28
20000122,18,23,9,4,28,2
20000122,14,28,37,16,7,24
20000119,40,5,1,10,49,8
20000119,22,39,25,10,41,27
20000115,43,8,14,12,7,9
20000115,42,16,7,46,30,41
20000112,25,22,7,4,26,6
20000112,7,29,36,30,18,15
20000108,23,31,36,14,35,7
20000108,29,31,40,21,44,20
20000105,6,47,42,11,3,41
20000105,15,22,13,21,27,35
20000101,35,28,27,39,30,41
20000101,43,35,49,12,2,44
19991229,15,26,19,47,27,34
19991229,45,25,11,39,38,43
19991225,23,8,49,11,47,18
19991225,37,14,36,41,1,3
19991222,8,41,43,33,44,42
19991222,28,21,27,6,31,38
19991218,30,38,39,19,37,23
19991218,19,45,37,9,2,44
19991215,45,43,35,2,12,39
19991215,34,4,27,49,6,15
19991211,28,40,22,2,37,24
19991211,11,48,45,35,46,21
19991208,24,20,12,5,7,19
19991208,45,46,1,32,9,34
19991204,1,19,31,43,4,37
19991204,48,45,21,43,16,33
19991201,49,14,21,4,24,15
19991201,4,1,49,23,26,2
19991127,40,42,6,35,19,38
19991127,31,48,33,4,5,19
19991124,14,30,37,13,49,5
19991124,6,31,47,44,40,39
19991120,19,45,2,25,10,8
19991120,1,41,2,25,48,24
19991117,49,2,19,34,29,47
19991117,36,35,20,8,24,18
19991113,11,35,20,49,23,48
19991113,11,38,12,31,4,1
19991110,33,9,40,23,1,3
19991110,36,10,21,29,47,46
19991106,38,36,7,45,12,20
19991106,17,29,3,39,12,22
19991103,20,24,29,21,15,22
19991103,32,43,8,25,35,40
19991030,2,24,23,6,1,39
19991030,27,17,10,49,5,33
19991027,33,3,31,25,34,44
19991027,12,23,48,3,38,10
19991023,12,28,23,26,49,5
19991023,3,32,1,13,16,21
19991020,7,23,12,38,39,32
19991020,28,21,18,14,7,47
19991016,33,26,42,13,6,32
19991016,47,2,15,5,11,9
19991013,32,35,2,36,44,15
19991013,10,26,12,9,30,23
19991009,49,27,21,34,5,41
19991009,42,29,20,33,30,13
19991006,38,5,39,20,42,33
19991006,49,35,39,25,46,3
19991002,45,12,7,33,23,38
19991002,45,27,2,3,21,39
19990929,30,38,2,12,1,41
19990929,3,11,13,22,28,14
19990925,10,5,11,2,15,24
19990925,45,22,49,48,12,46
19990922,30,37,17,25,46,27
19990922,6,8,14,31,20,13
19990918,12,9,11,35,7,48
19990918,33,26,15,35,22,16
19990915,1,8,42,3,45,33
19990915,3,30,13,37,43,45
19990911,10,24,18,17,4,15
19990911,3,49,9,23,48,26
19990908,33,25,49,31,48,37
19990908,42,6,40,45,7,10
19990904,15,47,41,38,6,28
19990904,3,47,36,26,39,40
19990901,11,18,6,7,28,21
19990901,26,9,4,19,11,30
19990828,7,1,40,5,2,44
19990828,7,17,44,25,47,2
19990825,47,7,20,9,23,24
19990825,8,48,6,12,15,11
19990821,10,1,31,34,14,4
19990821,41,11,46,34,26,28
19990818,17,4,20,44,49,11
19990818,21,46,33,15,7,16
19990814,15,33,35,9,19,22
19990814,44,5,33,1,39,41
19990811,11,31,1,47,32,43
19990811,15,24,47,38,28,44
19990807,31,14,32,7,11,9
19990807,31,20,40,30,3,5
19990804,40,28,22,30,29,32
19990804,23,4,41,12,26,3
19990731,7,18,31,28,10,3
19990731,40,45,32,47,16,23
19990728,47,24,34,48,21,42
19990728,20,9,37,39,6,40
19990724,49,9,15,37,36,38
19990724,20,10,2,41,26,13
19990721,34,20,27,13,5,44
19990721,36,40,20,19,28,11
19990717,7,8,34,38,29,11
19990717,25,7,11,27,24,19
19990714,48,44,42,28,1,18
19990714,16,17,8,29,14,31
19990710,28,6,34,22,20,24
19990710,3,48,7,15,23,45
19990707,27,22,14,24,37,3
19990707,3,29,19,27,30,14
19990703,38,19,32,31,15,23
19990703,32,23,24,37,3,29
19990630,20,26,6,21,34,5
19990630,42,5,22,39,46,47
19990626,46,9,2,22,5,25
19990626,30,47,37,35,36,21
19990623,42,19,10,16,8,47
19990623,26,20,14,33,23,38
19990619,34,20,35,40,30,5
19990619,2,40,19,8,45,31
19990616,46,37,31,36,15,24
19990616,3,5,37,39,46,22
19990612,11,24,49,6,38,37
19990612,18,20,46,14,27,22
19990609,18,9,14,49,12,30
19990609,17,5,22,3,35,48
19990605,6,39,35,17,36,18
19990605,44,42,19,16,22,25
19990602,29,22,38,2,37,33
19990602,23,20,4,40,2,3
19990529,4,48,13,36,47,20
19990529,26,18,25,5,46,11
19990526,38,40,37,1,10,18
19990526,44,22,46,19,14,24
19990522,7,5,20,43,21,46
19990522,45,1,10,23,11,15
19990519,22,32,47,26,37,5
19990519,1,20,29,47,44,19
19990515,40,43,2,27,39,32
19990515,25,37,44,35,42,38
19990512,11,17,45,4,26,22
19990512,46,34,47,19,35,18
19990508,49,24,47,22,23,27
19990508,43,13,4,2,23,41
19990505,30,41,12,28,19,2
19990505,37,26,36,16,35,9
19990501,4,41,29,19,18,21
19990501,20,27,21,31,42,37
19990428,19,9,6,15,24,23
19990428,5,15,35,47,42,3
19990424,16,32,9,13,3,14
19990424,21,12,15,30,16,3
19990421,33,7,12,42,27,34
19990421,9,4,16,12,38,19
19990417,26,37,18,34,28,5
19990417,20,15,21,26,9,30
19990414,29,32,39,23,30,44
19990414,39,34,33,32,21,5
19990410,40,14,30,39,37,25
19990410,7,35,44,29,20,33
19990407,10,17,28,16,9,41
19990407,5,11,49,22,41,3
19990403,18,42,28,13,31,26
19990403,24,38,10,5,23,1
19990331,26,4,39,25,9,21
19990331,43,25,47,41,10,40
19990327,14,17,8,28,19,12
19990327,16,14,15,1,40,33
19990324,31,12,11,41,9,14
19990324,1,28,7,11,48,49
19990320,38,14,13,48,42,11
19990320,22,25,39,24,5,8
19990317,14,36,31,47,23,35
19990317,48,45,49,6,13,42
19990313,38,25,17,34,12,44
19990313,30,19,34,3,32,24
19990310,6,23,33,1,4,11
19990310,40,21,6,26,15,10
19990306,21,26,30,24,44,39
19990306,26,34,3,16,30,31
19990303,38,17,1,35,16,36
19990303,23,20,44,5,32,41
19990227,31,19,36,6,15,25
19990227,24,36,12,40,30,22
19990224,16,12,13,11,29,3
19990224,35,3,38,32,23,2
19990220,39,27,43,16,45,23
19990220,19,33,3,35,37,31
19990217,39,9,36,20,1,27
19990217,4,29,20,10,32,17
19990213,3,10,45,20,27,1
19990213,34,7,9,22,10,16
19990210,12,3,27,11,13,35
19990210,20,12,4,38,39,25
19990206,27,41,6,34,39,4
19990206,36,42,20,9,47,6
19990203,21,45,38,20,15,26
19990203,11,32,39,16,23,22
19990130,19,15,33,16,7,6
19990130,1,33,41,8,39,18
19990127,40,1,38,2,47,39
19990127,32,42,38,3,34,33
19990123,35,4,29,18,1,8
19990123,14,9,1,49,30,15
19990120,34,4,46,36,3,2
19990120,3,22,13,45,25,29
19990116,19,48,34,21,15,13
19990116,15,42,37,30,47,14
19990113,8,22,11,6,49,35
19990113,6,42,13,49,43,15
19990109,25,14,41,35,23,16
19990109,15,44,16,38,3,34
19990106,19,28,33,3,10,25
19990106,45,30,22,10,28,2
19990102,16,27,2,42,32,19
19990102,14,28,25,2,12,18
19981230,15,33,18,23,13,45
19981230,23,43,42,21,25,12
19981226,15,18,30,21,39,46
19981226,1,18,48,7,21,14
19981223,13,16,38,42,46,35
19981223,22,42,20,28,7,8
19981219,48,23,24,31,20,7
19981219,25,49,11,19,46,28
19981216,24,14,21,42,15,6
19981216,37,40,5,44,35,2
19981212,28,6,1,2,4,42
19981212,20,36,10,18,26,4
19981209,16,34,11,24,26,3
19981209,11,34,15,30,29,5
19981205,44,9,5,46,12,16
19981205,2,5,27,49,45,42
19981202,15,24,38,40,21,28
19981202,35,21,45,11,5,46
19981128,35,18,44,24,2,7
19981128,15,6,34,30,39,47
19981125,17,16,4,9,38,44
19981125,12,46,13,25,24,30
19981121,24,19,9,41,1,44
19981121,37,13,6,4,42,10
19981118,5,37,49,17,8,43
19981118,15,37,12,4,24,16
19981114,15,30,33,21,6,24
19981114,14,16,17,20,47,25
19981111,8,42,39,34,24,22
19981111,46,42,37,30,14,49
19981107,15,10,29,25,30,28
19981107,37,42,45,22,24,47
19981104,43,17,46,42,38,2
19981104,16,40,42,12,30,46
19981031,3,1,43,38,9,29
19981031,42,22,12,8,34,49
19981028,18,31,23,36,25,46
19981028,18,36,13,12,7,17
19981024,12,3,27,37,33,9
19981024,41,27,24,32,49,26
19981021,26,15,11,8,47,38
19981021,8,17,7,22,29,47
19981017,35,47,28,30,4,2
19981017,34,41,13,23,26,18
19981014,36,16,15,26,4,21
19981014,38,39,9,5,45,7
19981010,36,37,44,16,41,20
19981010,10,37,45,46,48,28
19981007,16,24,32,26,44,28
19981007,8,2,48,29,10,45
19981003,12,37,36,22,5,32
19981003,22,12,16,2,29,1
19980930,2,45,11,47,36,22
19980930,36,31,38,11,16,3
19980926,32,26,28,10,42,40
19980926,6,16,43,23,22,46
19980923,27,19,40,9,22,8
19980923,26,44,21,47,4,13
19980919,46,48,31,25,38,45
19980919,28,12,3,9,49,37
19980916,10,22,36,26,38,27
19980916,46,13,42,40,25,44
19980912,2,46,18,20,39,28
19980912,2,49,5,23,38,9
19980909,25,36,32,47,26,43
19980909,18,21,10,48,42,14
19980905,16,31,27,30,22,39
19980905,35,44,19,32,5,28
19980902,1,27,29,49,46,35
19980902,33,36,48,7,8,23
19980829,23,31,5,9,20,16
19980829,34,24,12,32,36,6
19980826,43,16,12,15,49,30
19980826,3,16,6,22,1,2
19980822,37,40,49,4,30,43
19980822,26,12,43,22,35,16
19980819,24,49,14,12,47,21
19980819,34,45,3,26,14,29
19980815,39,21,29,28,40,7
19980815,12,49,28,38,11,43
19980812,25,30,47,10,26,13
19980812,16,43,45,4,42,36
19980808,27,16,7,39,29,14
19980808,46,49,26,17,41,42
19980805,41,19,29,8,3,1
19980805,36,2,32,38,44,35
19980801,19,40,14,4,20,26
19980801,48,34,17,49,45,47
19980729,16,31,14,29,28,17
19980729,22,46,3,1,41,42
19980725,24,40,8,27,21,48
19980725,33,19,34,37,48,23
19980722,29,21,10,33,7,12
19980722,15,41,1,39,8,33
19980718,46,41,10,17,30,27
19980718,14,4,26,32,40,42
19980715,9,48,45,43,28,42
19980715,33,36,17,28,29,22
19980711,10,2,1,9,31,26
19980711,25,29,36,42,22,44
19980708,45,7,21,20,14,2
19980708,28,13,10,25,33,35
19980704,33,47,8,20,15,45
19980704,12,32,34,4,6,20
19980701,25,42,35,46,49,30
19980701,47,25,19,11,10,1
19980627,48,9,4,18,2,36
19980627,26,11,46,29,36,14
19980624,25,33,23,43,20,30
19980624,9,3,41,31,22,32
19980620,15,42,10,5,3,44
19980620,1,18,44,9,22,5
19980617,24,41,5,33,22,11
19980617,3,43,8,2,11,44
19980613,15,24,48,1,42,17
19980613,24,18,41,25,10,40
19980610,32,4,11,6,1,5
19980610,37,42,8,25,7,26
19980606,31,35,28,14,47,29
19980606,22,8,3,42,23,44
19980603,46,2,14,23,35,5
19980603,42,30,26,15,41,12
19980530,20,23,24,40,47,36
19980530,2,4,14,30,16,20
19980527,41,21,34,32,13,40
19980527,38,25,40,17,41,44
19980523,1,23,25,2,4,6
19980523,19,13,39,27,42,45
19980520,16,31,39,3,5,34
19980520,8,49,18,42,17,1
19980516,6,24,21,37,30,43
19980516,44,29,15,26,34,28
19980513,21,38,30,43,24,47
19980513,43,45,31,30,39,4
19980509,13,23,49,15,21,39
19980509,17,35,16,5,22,41
19980506,28,35,13,19,43,26
19980506,3,32,1,35,19,44
19980502,13,46,49,38,37,40
19980502,4,42,30,2,43,15
19980429,33,16,43,27,12,30
19980429,26,34,22,14,27,40
19980425,16,20,32,14,25,15
19980425,1,10,2,38,11,17
19980422,13,8,4,32,28,42
19980422,10,34,36,22,3,28
19980418,36,10,9,27,19,22
19980418,3,43,23,14,9,31
19980415,11,40,30,28,5,32
19980415,29,32,38,19,6,2
19980411,22,38,46,16,5,15
19980411,3,27,17,13,45,7
19980408,36,3,48,33,47,42
19980408,17,38,5,14,25,46
19980404,40,17,7,26,44,21
19980404,46,15,42,29,12,44
19980401,41,31,30,13,45,19
19980401,49,11,30,26,42,2
19980328,20,32,41,7,23,28
19980328,48,45,12,9,29,19
19980325,43,42,18,27,28,39
19980325,15,49,19,22,35,23
19980321,5,31,28,48,13,18
19980321,20,43,15,12,6,24
19980318,35,22,2,7,6,38
19980318,46,13,19,49,30,45
19980314,43,45,46,15,29,12
19980314,28,23,26,5,34,27
19980311,16,5,20,38,21,2
19980311,28,21,29,23,30,41
19980307,10,18,37,47,40,31
19980307,9,6,26,29,27,16
19980304,33,43,12,41,45,15
19980304,16,12,3,13,39,43
19980228,10,37,16,44,22,46
19980228,37,47,39,25,49,3
19980225,46,29,30,28,13,25
19980225,9,40,25,11,14,5
19980221,19,10,11,29,31,34
19980221,11,22,43,33,14,24
19980218,23,13,49,8,30,38
19980218,4,45,44,10,8,46
19980214,32,41,1,28,36,13
19980214,21,11,9,10,33,44
19980211,34,27,18,46,35,16
19980211,24,5,33,38,43,10
19980207,28,1,30,29,10,15
19980207,13,29,48,25,21,44
19980204,44,31,36,43,6,15
19980204,24,15,23,47,48,13
19980131,39,22,49,14,34,37
19980131,3,24,41,7,13,18
19980128,23,35,26,39,7,4
19980128,22,36,43,7,41,19
19980124,40,44,26,18,13,31
19980124,5,42,32,14,39,4
19980121,22,1,7,33,16,27
19980121,1,37,49,39,27,10
19980117,30,6,39,21,42,44
19980117,45,38,36,20,43,16
19980114,34,19,4,32,7,9
19980114,9,18,38,30,27,13
19980110,17,7,13,36,49,3
19980110,11,39,36,40,4,26
19980107,41,15,14,42,13,49
19980107,42,38,26,36,31,28
19980103,22,17,12,4,44,30
19980103,39,33,8,1,4,22
19971231,41,15,31,19,32,12
19971231,18,1,35,36,21,48
19971227,28,2,16,39,9,13
19971227,31,48,42,34,5,15
19971224,24,22,32,23,9,12
19971224,28,15,39,35,12,21
19971220,39,16,3,23,18,27
19971220,41,5,21,29,46,42
19971217,19,15,5,31,43,14
19971217,44,7,14,17,15,23
19971213,5,27,34,9,3,35
19971213,9,46,49,25,29,18
19971210,29,13,46,25,32,22
19971210,27,1,20,43,5,8
19971206,39,4,30,7,42,11
19971206,30,46,45,3,18,24
19971203,6,9,27,34,1,45
19971203,44,31,35,30,25,12
19971129,33,31,10,39,11,3
19971129,1,42,7,27,11,29
19971126,18,23,47,42,16,49
19971126,11,37,42,19,46,24
19971122,34,9,26,1,20,41
19971122,49,8,28,15,35,22
19971119,40,39,22,35,43,37
19971119,14,27,9,46,35,39
19971115,39,33,20,37,25,48
19971115,40,21,22,26,47,43
19971112,18,14,30,24,4,32
19971112,27,49,18,5,23,36
19971108,47,32,41,35,17,27
19971108,32,47,35,25,39,22
19971105,49,37,41,24,20,23
19971105,10,38,25,32,15,42
19971101,31,3,33,29,19,7
19971101,13,37,35,26,42,7
19971029,24,5,30,43,47,21
19971029,30,15,31,9,48,3
19971025,49,23,16,13,4,30
19971025,14,45,25,44,7,6
19971022,3,17,6,37,29,5
19971022,37,27,14,34,47,35
19971018,36,11,21,41,39,47
19971018,45,32,19,43,2,7
19971015,39,46,18,45,40,14
19971015,34,14,40,4,16,1
19971011,33,7,17,16,27,8
19971011,3,31,9,18,37,26
19971008,18,21,36,1,34,10
19971008,36,5,21,2,3,7
19971004,43,32,35,7,5,29
19971004,14,27,21,34,46,23
19971001,35,30,3,17,27,16
19971001,29,9,38,12,23,16
19970927,40,28,1,30,10,43
19970927,35,6,3,22,31,47
19970924,36,44,13,3,41,4
19970924,41,17,20,23,12,44
19970920,2,44,21,25,19,22
19970920,9,35,13,12,29,19
19970917,10,48,46,36,22,38
19970917,34,39,14,46,4,45
19970913,20,48,6,17,49,10
19970913,20,7,31,1,13,24
19970910,41,22,17,1,37,24
19970910,44,8,14,34,27,31
19970906,25,43,3,37,41,16
19970906,16,5,27,20,34,32
19970903,45,31,9,24,16,5
19970903,2,29,28,18,22,8
19970830,25,4,41,29,26,49
19970830,36,18,32,45,35,15
19970827,41,31,13,34,8,29
19970827,6,28,15,46,9,27
19970823,6,5,26,38,42,37
19970823,5,33,8,46,18,13
19970820,45,1,44,3,38,39
19970820,37,16,36,43,3,11
19970816,16,1,11,6,39,23
19970816,20,11,1,13,41,48
19970813,20,33,40,29,14,32
19970813,35,19,48,16,39,17
19970809,37,2,10,1,12,4
19970809,18,11,33,42,19,46
19970806,4,33,32,35,10,29
19970806,13,40,25,11,7,21
19970802,39,6,24,7,31,45
19970802,3,42,11,40,13,7
19970730,29,4,15,34,39,23
19970730,4,1,42,21,15,7
19970726,16,32,9,39,4,35
19970726,27,3,39,13,1,22
19970723,42,6,46,15,34,39
19970723,8,36,44,7,25,20
19970719,44,23,26,1,22,20
19970719,35,39,33,15,5,18
19970716,46,45,11,18,30,40
19970716,1,40,3,43,6,48
19970712,34,9,36,47,24,10
19970712,8,15,12,1,21,31
19970709,23,30,21,1,9,17
19970709,2,22,29,37,47,46
19970705,43,39,13,22,30,24
19970705,37,25,3,43,12,10
19970702,33,37,8,7,2,19
19970702,28,31,36,3,19,45
19970628,48,24,28,6,1,19
19970628,7,1,48,44,22,21
19970625,40,11,45,26,44,2
19970625,34,29,37,38,41,42
19970621,34,14,35,36,49,9
19970621,35,21,33,27,2,9
19970618,46,45,48,9,27,33
19970618,43,32,48,29,45,5
19970614,5,40,14,1,21,18
19970614,12,33,20,26,35,28
19970611,36,35,49,41,16,40
19970611,40,4,48,18,30,21
19970607,21,27,17,10,42,3
19970607,4,15,26,14,7,29
19970604,34,32,28,1,40,35
19970604,20,26,23,38,34,4
19970531,18,30,1,12,7,49
19970531,17,7,31,39,20,34
19970528,19,43,1,48,6,21
19970528,2,35,43,29,12,48
19970524,19,39,20,35,18,41
19970524,49,38,42,8,30,21
19970521,39,33,2,46,49,32
19970521,31,40,37,41,49,32
19970517,11,18,15,4,31,36
19970517,22,42,17,11,45,41
19970514,20,13,48,24,41,32
19970514,39,20,33,29,38,6
19970510,44,20,16,27,7,6
19970510,2,31,20,38,21,40
19970507,34,11,31,27,22,40
19970507,39,27,34,3,36,26
19970503,38,20,39,27,41,29
19970503,46,42,24,47,25,35
19970430,44,22,6,41,20,8
19970430,43,46,32,7,19,5
19970426,49,8,3,31,30,18
19970426,13,15,18,28,22,23
19970423,18,43,17,12,4,49
19970423,22,20,14,1,27,18
19970419,40,15,19,32,26,31
19970419,33,14,16,21,43,42
19970416,32,45,8,31,22,46
19970416,30,40,11,29,17,24
19970412,2,4,8,28,35,43
19970412,20,10,4,16,37,41
19970409,20,42,22,4,18,47
19970409,32,45,23,9,26,27
19970405,37,31,47,34,2,46
19970405,25,49,13,48,15,29
19970402,33,21,43,19,40,42
19970402,41,28,4,45,16,15
19970329,44,29,20,16,48,14
19970329,25,28,42,8,47,43
19970326,42,41,22,21,29,44
19970326,4,37,47,28,14,31
19970322,21,39,22,15,19,29
19970322,49,12,13,16,4,9
19970319,7,13,35,24,9,6
19970319,38,20,27,43,35,33
19970315,10,8,27,19,36,39
19970315,15,32,39,23,48,8
19970312,1,37,11,40,16,46
19970312,37,48,12,9,13,18
19970308,40,41,33,21,49,39
19970308,37,34,31,40,23,3
19970305,29,8,26,27,41,5
19970305,5,4,2,38,40,45
19970301,21,38,42,24,7,35
19970301,36,35,43,30,5,1
19970226,33,34,19,7,49,43
19970226,27,13,48,7,33,9
19970222,45,7,28,14,36,39
19970222,13,9,46,5,41,35
19970219,32,7,16,17,3,36
19970219,47,10,19,20,24,33
19970215,27,25,28,30,24,5
19970215,45,3,37,16,13,27
19970212,25,47,7,32,16,17
19970212,19,27,30,31,4,23
19970208,22,38,24,40,37,18
19970208,10,17,26,47,28,21
19970205,39,28,17,8,41,19
19970205,34,46,42,37,8,45
19970201,12,35,7,30,47,38
19970201,11,39,24,14,45,46
19970129,3,21,4,36,26,46
19970129,45,8,14,7,26,37
19970125,26,32,14,5,29,30
19970125,45,43,3,30,21,37
19970122,32,40,43,47,24,46
19970122,29,14,45,8,37,39
19970118,28,13,17,29,7,37
19970118,20,45,33,40,22,31
19970115,1,31,35,20,48,3
19970115,11,40,45,14,42,23
19970111,37,26,28,16,31,34
19970111,20,35,36,25,4,24
19970108,26,31,35,49,14,46
19970108,14,16,15,40,25,31
19970104,33,23,15,18,43,41
19970104,25,39,2,3,48,28
19970101,13,44,25,36,32,38
19970101,27,26,9,23,43,39
19961228,17,24,21,41,32,7
19961228,25,28,21,23,46,5
19961225,22,43,42,30,33,36
19961225,41,28,37,18,35,40
19961221,8,3,26,7,13,49
19961221,11,42,33,23,30,43
19961218,42,46,44,36,6,15
19961218,32,17,5,16,27,37
19961214,25,11,19,5,1,35
19961214,2,45,44,30,11,39
19961211,14,40,30,28,46,47
19961211,46,27,4,13,30,42
19961207,24,2,21,27,16,23
19961207,25,21,3,28,27,40
19961204,3,40,45,21,34,15
19961204,33,40,22,37,36,46
19961130,12,45,19,39,31,13
19961130,49,43,6,30,48,5
19961127,10,41,17,49,31,15
19961127,46,32,7,31,25,5
19961123,46,32,25,12,40,27
19961123,6,34,19,28,11,7
19961120,26,37,4,47,18,28
19961120,20,1,34,45,28,42
19961116,44,13,18,7,38,11
19961116,39,20,16,26,24,35
19961113,31,20,3,25,11,16
19961113,2,45,12,7,10,24
19961109,27,36,11,10,43,6
19961109,16,25,48,14,15,2
19961106,32,46,34,49,1,40
19961106,17,49,38,39,27,15
19961102,22,19,25,31,39,46
19961102,27,42,48,2,34,12
19961030,34,44,3,33,15,13
19961030,8,30,43,34,19,28
19961026,41,16,26,10,17,39
19961026,49,21,28,4,37,19
19961023,28,43,42,40,33,30
19961023,21,11,23,46,25,36
19961019,42,48,16,12,45,11
19961019,30,34,21,40,3,23
19961016,41,17,23,12,44,31
19961016,41,34,28,47,19,15
19961012,39,20,9,45,36,26
19961012,48,35,30,42,41,39
19961009,35,3,8,12,32,4
19961009,9,7,14,41,44,49
19961005,40,37,31,43,1,44
19961005,6,16,25,17,49,2
19961002,38,1,42,6,15,49
19961002,47,6,46,20,11,10
19960928,14,11,31,37,20,30
19960928,35,4,22,40,12,10
19960925,16,23,3,32,4,47
19960925,28,36,40,10,19,30
19960921,30,34,20,8,12,11
19960921,39,4,5,43,41,49
19960918,49,36,30,33,11,35
19960918,40,39,21,47,11,10
19960914,39,45,48,13,3,16
19960914,4,13,7,42,36,35
19960911,11,19,14,16,46,22
19960911,20,25,43,8,37,12
19960907,28,6,13,42,47,19
19960907,16,17,8,26,23,45
19960904,46,49,25,30,37,45
19960904,32,44,45,38,9,23
19960831,45,32,11,21,1,28
19960831,41,47,36,5,17,18
19960828,40,48,31,5,34,46
19960828,37,27,33,32,49,40
19960824,2,27,4,15,39,19
19960824,41,12,34,25,36,17
19960821,27,25,6,40,18,23
19960821,9,32,26,47,1,11
19960817,23,21,4,41,42,40
19960817,31,16,28,13,14,45
19960814,34,16,40,46,11,33
19960814,45,25,18,12,13,7
19960810,25,26,46,9,1,21
19960810,5,42,1,44,21,49
19960807,34,10,44,18,47,24
19960807,49,36,17,43,37,8
19960803,11,10,30,16,25,21
19960803,39,44,28,23,25,49
19960731,39,20,3,32,4,41
19960731,14,24,18,35,30,3
19960727,43,10,33,6,41,4
19960727,43,7,10,46,26,17
19960724,14,2,24,43,27,8
19960724,7,22,4,1,8,37
19960720,32,4,30,26,29,10
19960720,9,18,43,40,17,4
19960717,6,49,39,27,40,5
19960717,39,1,25,46,21,31
19960713,46,25,33,47,31,30
19960713,41,7,22,31,15,40
19960710,26,18,21,24,17,29
19960710,19,43,13,10,18,34
19960706,41,25,7,13,20,9
19960706,16,35,34,7,19,21
19960703,4,38,29,15,27,24
19960703,33,38,42,37,27,7
19960629,31,10,36,13,44,11
19960629,3,44,14,25,10,5
19960626,1,20,25,6,11,40
19960626,27,29,49,7,10,35
19960622,21,16,23,41,43,33
19960622,45,10,28,19,8,36
19960619,28,43,20,29,30,48
19960619,6,47,13,44,7,48
19960615,5,36,13,40,6,15
19960615,38,42,45,35,20,7
19960612,10,47,48,14,11,22
19960612,27,13,30,48,24,45
19960608,5,33,7,39,31,4
19960608,19,7,3,49,39,42
19960605,41,25,11,27,4,3
19960605,6,34,29,3,14,49
19960601,8,28,10,49,42,6
19960601,31,19,21,20,6,29
19960529,5,14,42,19,40,1
19960529,23,3,22,35,21,45
19960525,35,21,4,11,38,7
19960525,15,6,14,20,10,23
19960522,17,29,46,45,6,48
19960522,1,38,2,24,13,11
19960518,10,5,48,39,11,6
19960518,39,17,46,43,8,29
19960515,24,32,18,36,27,19
19960515,36,48,43,2,16,31
19960511,39,43,30,38,5,7
19960511,12,19,27,38,43,23
19960508,31,20,37,19,11,14
19960508,22,33,14,9,47,31
19960504,42,18,32,46,7,34
19960504,31,7,1,48,2,12
19960501,18,17,31,13,14,11
19960501,30,12,9,16,49,32
19960427,30,29,38,48,5,17
19960427,8,15,22,23,26,48
19960424,11,46,45,32,2,16
19960424,20,5,18,48,17,33
19960420,4,48,31,10,35,49
19960420,2,12,43,47,45,42
19960417,11,41,39,28,38,32
19960417,12,18,13,31,1,7
19960413,34,44,36,46,12,45
19960413,47,5,31,38,39,22
19960410,42,28,17,4,1,35
19960410,31,49,26,15,11,44
19960406,42,47,19,4,8,40
